3.130700134,3.092405161,3.076390177,3.012589391,2.999724295,2.991724252
3.09421922,3.033990986,2.999724295,2.952824773,2.940747965,2.932259851
3.125882958,3.049746862,3.006177531,2.949164638,2.926917958,2.913979772
3.072693315,3.026746327,2.991724252,2.950211758,2.937573359,2.926917958
3.111735949,3.062923523,3.031099417,2.991724252,2.979602892,2.969388298
3.113959655,3.066190737,3.033509638,2.992226134,2.979602892,2.969388298
3.086486637,3.080073422,3.059176446,3.033509638,3.026746327,3.020912572
3.099641737,3.087855562,3.064325065,3.033028058,3.025776395,3.019936962
3.07176696,3.074543454,3.061520014,3.054001182,3.052112607,3.050220459
2.961658293,3.068982735,3.054001182,3.039270576,3.03543364,3.032546247
3.006672214,3.020912572,3.016024977,3.007660844,3.003700443,3.001217204
2.959068289,2.998229154,3.013080912,3.017493765,3.017493765,3.017493765
3.0194488,3.028683374,3.022860941,3.014554028,3.006672214,3.004692015
3.010620886,3.036394255,3.042138646,3.038791763,3.033028058,3.0301337
2.872434057,2.935982269,2.972463647,2.994731773,2.998727783,3.002707887
2.858766418,2.947591898,2.983659692,2.989714201,2.987700102,2.985681938
2.944438979,2.980618636,2.999226163,2.999226163,2.99723115,2.995232149
2.938103161,2.992226134,3.012097628,3.006672214,3.009635179,3.00914196
2.905807566,2.958549482,2.983659692,2.984165637,2.983659692,2.983659692
2.975019232,2.99723115,3.007660844,3.001217204,2.996731774,2.993730271
2.872434057,2.966303463,2.993229143,2.998727783,2.994731773,2.991724252
2.889260029,2.948640666,2.992727765,3.005187432,3.003700443,3.003700443
2.814210397,2.882563575,2.930126516,2.959586827,2.97603964,2.986691529
2.862772146,2.91506437,2.947591898,2.965788397,2.973997781,2.980110893
2.750470917,2.866761892,2.913437031,2.949164638,2.964241606,2.975019232
2.841414913,2.906354462,2.936512914,2.962692419,2.97603964,2.986186861
2.821378886,2.884800713,2.915606229,2.935982269,2.947067102,2.957511061
2.829677689,2.903068589,2.938103161,2.961140829,2.973997781,2.986186861
2.925846146,3.011113376,3.032546247,3.039749159,3.043569603,3.045474365
3.023347441,3.054001182,3.060583246,3.060114532,3.060114532,3.060114532
3.029650492,3.073618812,3.085572978,3.079153882,3.078693794,3.078693794
3.343215099,3.290265821,3.273742726,3.23317313,3.201119103,3.168003494
3.274121299,3.252697373,3.221272949,3.185939325,3.16463081,3.147594623
3.346741196,3.337192052,3.298426104,3.244153632,3.212455257,3.195811885
